"Section","Band","Rank","Rank for prize","Call","WWL","Claimed score","Claimed QSOs","Cross checked score","Cross checked QSOs","# deleted QSOs","% error score","Unique","% unique score","% CW QSOs","% MGM QSOs","cross checked ODX call","cross checked ODX QRB","Millimeter Group score","PWR(W)","RTX","Ant","ASL(m)",
"SO 50 MHz","50 MHz","1","0","ED5R","JM08CT","613320","374","593135","362","","3,3 %","18","3,8 %","0,0 %","0,0 %","YL2PJ","2797","0","PWR(W): 500","TRX:","Ant: 6 ele","ASL(m):","",
"SO 50 MHz","50 MHz","2","0","9A6A","JN83GE","466133","383","431162","352","","7,5 %","11","3,8 %","17,3 %","0,0 %","KP4EIT","8071","0","PWR(W): 500","TRX:","Ant: 5 el Yagi DK7ZB","ASL(m): 400","",
"SO 50 MHz","50 MHz","3","0","E73S","JN92EP","443497","312","426912","299","","3,7 %","18","6,6 %","15,7 %","0,0 %","GM4DIJ/P","2167","0","PWR(W): 350","TRX:","Ant: 2 X 6 EL YAGI (EF0606W1)","ASL(m): 670","",
"SO 50 MHz","50 MHz","4","0","YT1X","JN94VF","416124","346","408748","340","","1,8 %","9","3,2 %","11,8 %","0,0 %","SM2EKM","2417","0","PWR(W): 100","TRX:","Ant: 2 x 8 el Yagi","ASL(m): 530","",
"SO 50 MHz","50 MHz","5","0","G8X","IO80EW","360231","310","349174","300","","3,1 %","12","3,7 %","10,3 %","0,0 %","9Y4D","6901","0","PWR(W): 1000","TRX:","Ant: 6+6ele","ASL(m): 0","",
"SO 50 MHz","50 MHz","6","0","ED5I","IM98PB","317622","198","305536","189","","3,8 %","2","1,0 %","0,0 %","0,0 %","YO4FZX","2514","0","PWR(W): 600","TRX:","Ant: 4 ele","ASL(m): 60m","",
"SO 50 MHz","50 MHz","7","0","9A9R","JN85OQ","298633","261","285882","249","","4,3 %","5","4,3 %","17,3 %","0,0 %","KP4EIT","8081","0","PWR(W): 100","TRX:","Ant: 7 el Yagi","ASL(m): 182","",
"SO 50 MHz","50 MHz","8","0","IZ4DPV","JN64BG","284118","281","273943","273","","3,6 %","18","7,9 %","0,0 %","0,0 %","EA8CTK","3118","0","PWR(W): 500","TRX:","Ant: 2x7 yagi + 2x6 yagi","ASL(m):","",
"SO 50 MHz","50 MHz","9","0","G4ASR","IO81MX","301584","306","271778","285","","9,9 %","11","2,7 %","1,1 %","0,0 %","UW7EF","2702","0","PWR(W): 500","TRX: IC-7300","Ant: 6el + 6el","ASL(m): 233","",
"SO 50 MHz","50 MHz","10","0","LZ2ZY","KN13OT","272836","189","260160","179","","4,6 %","4","2,6 %","0,0 %","0,0 %","G8T","2250","0","PWR(W): 100","TRX:","Ant: 5el","ASL(m): 135","",
"SO 50 MHz","50 MHz","11","0","IK7UXW","JN80XP","284539","183","249792","162","","12,2 %","8","4,5 %","3,7 %","5,6 %","EA8AQV","3354","0","PWR(W): 500","TRX:","Ant: 9 Elements","ASL(m): 60","",
"SO 50 MHz","50 MHz","12","0","ER5GB","KN45CV","258590","174","241830","160","","6,5 %","4","2,7 %","35,0 %","0,0 %","ED5R","2418","0","PWR(W): 400","TRX:","Ant: 9 el. LFA G0KSC","ASL(m):","",
"SO 50 MHz","50 MHz","13","0","G1V","IO90JO","247876","179","229518","162","","7,4 %","0","0,0 %","0,6 %","0,0 %","EA8DKZ","2790","0","PWR(W): 400","TRX: IC7300 + Amp","Ant: 4 ele yagi","ASL(m): 140","",
"SO 50 MHz","50 MHz","14","0","OK2GM","JN99CR","234666","251","221196","234","","5,7 %","9","3,0 %","23,1 %","0,0 %","EA8BPX","3761","0","PWR(W): 100","TRX:","Ant: 7 el YU7EF","ASL(m): 305","",
"SO 50 MHz","50 MHz","15","0","EA8DKZ","IL28EA","234330","89","209115","80","","10,8 %","2","0,9 %","0,0 %","0,0 %","EM0F","4343","0","PWR(W): 70","TRX: Yaesu FT-736","Ant: HB9CV","ASL(m): 650","",
"SO 50 MHz","50 MHz","16","0","F6GNJ","JN08TV","210277","166","205295","161","","2,4 %","8","2,0 %","7,5 %","0,0 %","EA8DKZ","2751","0","PWR(W): 120","TRX: IC-756PROIII","Ant: 6 EL YAGI","ASL(m): 135","",
"SO 50 MHz","50 MHz","17","0","F4EEJ/P","IN95VO","216273","164","201174","154","","7,0 %","0","0,0 %","0,0 %","0,0 %","EA8DKZ","2380","0","PWR(W): 100","TRX:","Ant: Yagi 5 elts TONNA","ASL(m): 127","",
"SO 50 MHz","50 MHz","18","0","SV3RPQ","KM18AF","206779","132","201122","128","","2,7 %","5","4,5 %","0,0 %","0,0 %","F4JDR","2401","0","PWR(W): 500","TRX:","Ant: 5el yagi","ASL(m): 90m","",
"SO 50 MHz","50 MHz","19","0","YO2LEA","KN06WK","212489","155","197200","144","","7,2 %","1","0,7 %","15,3 %","0,0 %","EA8NF","3840","0","PWR(W): 100","TRX:","Ant: YAGI 6 EL.","ASL(m): 103","",
"SO 50 MHz","50 MHz","20","0","F5NBX","JN05RN","203095","147","196334","142","","3,3 %","1","0,0 %","12,7 %","0,0 %","EA8DKZ","2463","0","PWR(W): 120","TRX: IC706","Ant: 5 ELTS TONNA","ASL(m): 414","",
"SO 50 MHz","50 MHz","21","0","EA8AQV","IL28ED","202899","77","195538","75","","3,6 %","2","2,2 %","0,0 %","0,0 %","YP8T","4261","0","PWR(W): 70","TRX: YAESU FT-710","Ant: CUBEX QUEEN BEE II 4 E. QUAD","ASL(m): 380","",
"SO 50 MHz","50 MHz","22","0","IS0GQX","JM49OH","210449","143","192868","133","","8,4 %","2","1,6 %","20,3 %","0,0 %","EA8NF","2598","0","PWR(W): 500","TRX:","Ant: yagi 7 el","ASL(m): 133","",
"SO 50 MHz","50 MHz","23","0","S53O","JN86AT","202612","227","192796","216","","4,8 %","5","2,8 %","19,0 %","0,0 %","EA8AQV","3443","0","PWR(W): 100","TRX: its590 sg","Ant: 4el","ASL(m): 416","",
"SO 50 MHz","50 MHz","24","0","IK7IMO","JN90CH","202673","125","191187","118","","5,7 %","1","0,8 %","0,0 %","0,0 %","EA8DKZ","3374","0","PWR(W): 400","TRX:","Ant: 7EL. YU1CF","ASL(m): 43","",
"SO 50 MHz","50 MHz","25","0","SN0R","KN09FX","195423","139","190760","136","","2,4 %","0","0,0 %","1,5 %","0,0 %","ED5I","2137","0","PWR(W): 90","TRX:","Ant: 1 x Yagi 7 el","ASL(m):","",
"SO 50 MHz","50 MHz","26","0","HB9HLM","JN36KW","194659","185","190558","181","","2,1 %","4","1,1 %","0,0 %","0,0 %","EA8CTK","2918","0","PWR(W): 100","TRX:","Ant: 5+6","ASL(m): 491","",
"SO 50 MHz","50 MHz","27","0","SM5EPO","JP80MC","199984","124","189050","117","","5,5 %","1","0,9 %","8,5 %","0,0 %","ED5R","2645","0","PWR(W): 200","TRX:","Ant: 6el yagi","ASL(m):","",
"SO 50 MHz","50 MHz","28","0","DK5QN","JO42EA","190724","177","187332","172","","1,8 %","6","1,5 %","8,1 %","0,0 %","EA8CTK","3360","0","PWR(W): 700","TRX:","Ant: 6 ele Yagi","ASL(m): 132","",
